Mean,SD,par,file,trait,type,treatment
3.6e-4,5.36e-4,SigmaSq,microbe_from_Mike/LN/asv_000272.parRes,asv_000272,microbe_from_Mike,LN
0.074866,0.709031,S,microbe_from_Mike/LN/asv_000272.parRes,asv_000272,microbe_from_Mike,LN
0.071285,0.020455,ResVar,microbe_from_Mike/LN/asv_000272.parRes,asv_000272,microbe_from_Mike,LN
0.02507,0.01967,GenVar,microbe_from_Mike/LN/asv_000272.parRes,asv_000272,microbe_from_Mike,LN
0.259521,0.200382,hsq,microbe_from_Mike/LN/asv_000272.parRes,asv_000272,microbe_from_Mike,LN
2.22e-4,3.7e-4,Pi,microbe_from_Mike/LN/asv_000281.parRes,asv_000281,microbe_from_Mike,LN
184.189697,308.90979,NnzSnp,microbe_from_Mike/LN/asv_000281.parRes,asv_000281,microbe_from_Mike,LN
3.2e-5,4.7e-5,SigmaSq,microbe_from_Mike/LN/asv_000281.parRes,asv_000281,microbe_from_Mike,LN
-1.183875,0.636628,S,microbe_from_Mike/LN/asv_000281.parRes,asv_000281,microbe_from_Mike,LN
0.004978,0.002047,ResVar,microbe_from_Mike/LN/asv_000281.parRes,asv_000281,microbe_from_Mike,LN
0.006769,0.002148,GenVar,microbe_from_Mike/LN/asv_000281.parRes,asv_000281,microbe_from_Mike,LN
0.574923,0.173754,hsq,microbe_from_Mike/LN/asv_000281.parRes,asv_000281,microbe_from_Mike,LN
4.83e-4,5.16e-4,Pi,microbe_from_Mike/LN/asv_000294.parRes,asv_000294,microbe_from_Mike,LN
402.553314,430.462799,NnzSnp,microbe_from_Mike/LN/asv_000294.parRes,asv_000294,microbe_from_Mike,LN
3e-6,4e-6,SigmaSq,microbe_from_Mike/LN/asv_000294.parRes,asv_000294,microbe_from_Mike,LN
0.387457,0.832075,S,microbe_from_Mike/LN/asv_000294.parRes,asv_000294,microbe_from_Mike,LN
0.002661,3.6e-4,ResVar,microbe_from_Mike/LN/asv_000294.parRes,asv_000294,microbe_from_Mike,LN
1.45e-4,2.43e-4,GenVar,microbe_from_Mike/LN/asv_000294.parRes,asv_000294,microbe_from_Mike,LN
0.051672,0.085856,hsq,microbe_from_Mike/LN/asv_000294.parRes,asv_000294,microbe_from_Mike,LN
4.87e-4,5.05e-4,Pi,microbe_from_Mike/LN/asv_000311.parRes,asv_000311,microbe_from_Mike,LN
405.804962,420.766479,NnzSnp,microbe_from_Mike/LN/asv_000311.parRes,asv_000311,microbe_from_Mike,LN
2e-6,3e-6,SigmaSq,microbe_from_Mike/LN/asv_000311.parRes,asv_000311,microbe_from_Mike,LN
0.294376,0.824602,S,microbe_from_Mike/LN/asv_000311.parRes,asv_000311,microbe_from_Mike,LN
0.00184,2.52e-4,ResVar,microbe_from_Mike/LN/asv_000311.parRes,asv_000311,microbe_from_Mike,LN
1.24e-4,1.75e-4,GenVar,microbe_from_Mike/LN/asv_000311.parRes,asv_000311,microbe_from_Mike,LN
0.062961,0.087883,hsq,microbe_from_Mike/LN/asv_000311.parRes,asv_000311,microbe_from_Mike,LN
0.001308,8.24e-4,Pi,microbe_from_Mike/LN/asv_000322.parRes,asv_000322,microbe_from_Mike,LN
1091.09314,687.632141,NnzSnp,microbe_from_Mike/LN/asv_000322.parRes,asv_000322,microbe_from_Mike,LN
3.4e-5,4.3e-5,SigmaSq,microbe_from_Mike/LN/asv_000322.parRes,asv_000322,microbe_from_Mike,LN
-0.013214,0.639659,S,microbe_from_Mike/LN/asv_000322.parRes,asv_000322,microbe_from_Mike,LN
0.004467,0.001767,ResVar,microbe_from_Mike/LN/asv_000322.parRes,asv_000322,microbe_from_Mike,LN
0.004391,0.001847,GenVar,microbe_from_Mike/LN/asv_000322.parRes,asv_000322,microbe_from_Mike,LN
0.493519,0.199321,hsq,microbe_from_Mike/LN/asv_000322.parRes,asv_000322,microbe_from_Mike,LN
0.001168,7.61e-4,Pi,microbe_from_Mike/LN/asv_000330.parRes,asv_000330,microbe_from_Mike,LN
974.193115,634.753784,NnzSnp,microbe_from_Mike/LN/asv_000330.parRes,asv_000330,microbe_from_Mike,LN
1.02e-4,1.18e-4,SigmaSq,microbe_from_Mike/LN/asv_000330.parRes,asv_000330,microbe_from_Mike,LN
0.474847,0.516214,S,microbe_from_Mike/LN/asv_000330.parRes,asv_000330,microbe_from_Mike,LN
0.011156,0.002598,ResVar,microbe_from_Mike/LN/asv_000330.parRes,asv_000330,microbe_from_Mike,LN
0.005713,0.002573,GenVar,microbe_from_Mike/LN/asv_000330.parRes,asv_000330,microbe_from_Mike,LN
0.337412,0.145546,hsq,microbe_from_Mike/LN/asv_000330.parRes,asv_000330,microbe_from_Mike,LN
0.00128,7.81e-4,Pi,microbe_from_Mike/LN/asv_000341.parRes,asv_000341,microbe_from_Mike,LN
1067.497559,650.774292,NnzSnp,microbe_from_Mike/LN/asv_000341.parRes,asv_000341,microbe_from_Mike,LN
7.3e-5,7.5e-5,SigmaSq,microbe_from_Mike/LN/asv_000341.parRes,asv_000341,microbe_from_Mike,LN
0.057743,0.500247,S,microbe_from_Mike/LN/asv_000341.parRes,asv_000341,microbe_from_Mike,LN
0.003606,0.001571,ResVar,microbe_from_Mike/LN/asv_000341.parRes,asv_000341,microbe_from_Mike,LN
0.007954,0.001722,GenVar,microbe_from_Mike/LN/asv_000341.parRes,asv_000341,microbe_from_Mike,LN
0.686897,0.136745,hsq,microbe_from_Mike/LN/asv_000341.parRes,asv_000341,microbe_from_Mike,LN
6.91e-4,5.9e-4,Pi,microbe_from_Mike/LN/asv_000369.parRes,asv_000369,microbe_from_Mike,LN
575.481384,492.204773,NnzSnp,microbe_from_Mike/LN/asv_000369.parRes,asv_000369,microbe_from_Mike,LN
4e-6,8e-6,SigmaSq,microbe_from_Mike/LN/asv_000369.parRes,asv_000369,microbe_from_Mike,LN
-0.033554,0.753331,S,microbe_from_Mike/LN/asv_000369.parRes,asv_000369,microbe_from_Mike,LN
0.001852,4.49e-4,ResVar,microbe_from_Mike/LN/asv_000369.parRes,asv_000369,microbe_from_Mike,LN
4.11e-4,4.15e-4,GenVar,microbe_from_Mike/LN/asv_000369.parRes,asv_000369,microbe_from_Mike,LN
0.181552,0.180684,hsq,microbe_from_Mike/LN/asv_000369.parRes,asv_000369,microbe_from_Mike,LN
6.21e-4,5.38e-4,Pi,microbe_from_Mike/LN/asv_000396.parRes,asv_000396,microbe_from_Mike,LN
517.411804,448.763153,NnzSnp,microbe_from_Mike/LN/asv_000396.parRes,asv_000396,microbe_from_Mike,LN
8e-6,8e-6,SigmaSq,microbe_from_Mike/LN/asv_000396.parRes,asv_000396,microbe_from_Mike,LN
-0.404125,0.722934,S,microbe_from_Mike/LN/asv_000396.parRes,asv_000396,microbe_from_Mike,LN
0.0014,7.24e-4,ResVar,microbe_from_Mike/LN/asv_000396.parRes,asv_000396,microbe_from_Mike,LN
0.001273,7.27e-4,GenVar,microbe_from_Mike/LN/asv_000396.parRes,asv_000396,microbe_from_Mike,LN
0.475297,0.267061,hsq,microbe_from_Mike/LN/asv_000396.parRes,asv_000396,microbe_from_Mike,LN
7.38e-4,6.05e-4,Pi,microbe_from_Mike/LN/asv_000406.parRes,asv_000406,microbe_from_Mike,LN
615.387024,504.883484,NnzSnp,microbe_from_Mike/LN/asv_000406.parRes,asv_000406,microbe_from_Mike,LN
5.8e-5,6.4e-5,SigmaSq,microbe_from_Mike/LN/asv_000406.parRes,asv_000406,microbe_from_Mike,LN
-0.086344,0.621179,S,microbe_from_Mike/LN/asv_000406.parRes,asv_000406,microbe_from_Mike,LN
0.011893,0.004164,ResVar,microbe_from_Mike/LN/asv_000406.parRes,asv_000406,microbe_from_Mike,LN
0.005919,0.004084,GenVar,microbe_from_Mike/LN/asv_000406.parRes,asv_000406,microbe_from_Mike,LN
0.331591,0.224986,hsq,microbe_from_Mike/LN/asv_000406.parRes,asv_000406,microbe_from_Mike,LN
0.001136,7.01e-4,Pi,microbe_from_Mike/LN/asv_000431.parRes,asv_000431,microbe_from_Mike,LN
947.767822,584.916504,NnzSnp,microbe_from_Mike/LN/asv_000431.parRes,asv_000431,microbe_from_Mike,LN
1.35e-4,1.4e-4,SigmaSq,microbe_from_Mike/LN/asv_000431.parRes,asv_000431,microbe_from_Mike,LN
0.321816,0.501089,S,microbe_from_Mike/LN/asv_000431.parRes,asv_000431,microbe_from_Mike,LN
0.011695,0.003707,ResVar,microbe_from_Mike/LN/asv_000431.parRes,asv_000431,microbe_from_Mike,LN
0.009032,0.0038,GenVar,microbe_from_Mike/LN/asv_000431.parRes,asv_000431,microbe_from_Mike,LN
0.434226,0.175377,hsq,microbe_from_Mike/LN/asv_000431.parRes,asv_000431,microbe_from_Mike,LN
4.03e-4,4.06e-4,Pi,microbe_from_Mike/LN/asv_000470.parRes,asv_000470,microbe_from_Mike,LN
335.576935,338.437012,NnzSnp,microbe_from_Mike/LN/asv_000470.parRes,asv_000470,microbe_from_Mike,LN
4.5e-5,5.1e-5,SigmaSq,microbe_from_Mike/LN/asv_000470.parRes,asv_000470,microbe_from_Mike,LN
0.403332,0.76493,S,microbe_from_Mike/LN/asv_000470.parRes,asv_000470,microbe_from_Mike,LN
0.01732,0.002369,ResVar,microbe_from_Mike/LN/asv_000470.parRes,asv_000470,microbe_from_Mike,LN
0.001335,0.001637,GenVar,microbe_from_Mike/LN/asv_000470.parRes,asv_000470,microbe_from_Mike,LN
0.071505,0.08662,hsq,microbe_from_Mike/LN/asv_000470.parRes,asv_000470,microbe_from_Mike,LN
4.72e-4,4.63e-4,Pi,microbe_from_Mike/LN/asv_000473.parRes,asv_000473,microbe_from_Mike,LN
393.321289,386.193329,NnzSnp,microbe_from_Mike/LN/asv_000473.parRes,asv_000473,microbe_from_Mike,LN
1e-5,1.4e-5,SigmaSq,microbe_from_Mike/LN/asv_000473.parRes,asv_000473,microbe_from_Mike,LN
0.175013,0.883916,S,microbe_from_Mike/LN/asv_000473.parRes,asv_000473,microbe_from_Mike,LN
0.008307,0.001352,ResVar,microbe_from_Mike/LN/asv_000473.parRes,asv_000473,microbe_from_Mike,LN
7.91e-4,0.001081,GenVar,microbe_from_Mike/LN/asv_000473.parRes,asv_000473,microbe_from_Mike,LN
0.086859,0.117365,hsq,microbe_from_Mike/LN/asv_000473.parRes,asv_000473,microbe_from_Mike,LN
2.2e-5,5e-6,Pi,microbe_from_Mike/LN/asv_000483.parRes,asv_000483,microbe_from_Mike,LN
16.979124,1.569248,NnzSnp,microbe_from_Mike/LN/asv_000483.parRes,asv_000483,microbe_from_Mike,LN
0,0,SigmaSq,microbe_from_Mike/LN/asv_000483.parRes,asv_000483,microbe_from_Mike,LN
-1.795661,0.239357,S,microbe_from_Mike/LN/asv_000483.parRes,asv_000483,microbe_from_Mike,LN
0,0,ResVar,microbe_from_Mike/LN/asv_000483.parRes,asv_000483,microbe_from_Mike,LN
0,0,GenVar,microbe_from_Mike/LN/asv_000483.parRes,asv_000483,microbe_from_Mike,LN
0.963637,0.003808,hsq,microbe_from_Mike/LN/asv_000483.parRes,asv_000483,microbe_from_Mike,LN
7.7e-4,6.62e-4,Pi,microbe_from_Mike/LN/asv_000487.parRes,asv_000487,microbe_from_Mike,LN
642.005127,552.504578,NnzSnp,microbe_from_Mike/LN/asv_000487.parRes,asv_000487,microbe_from_Mike,LN
1.2e-5,2.4e-5,SigmaSq,microbe_from_Mike/LN/asv_000487.parRes,asv_000487,microbe_from_Mike,LN
0.07752,0.76622,S,microbe_from_Mike/LN/asv_000487.parRes,asv_000487,microbe_from_Mike,LN
0.006362,0.001535,ResVar,microbe_from_Mike/LN/asv_000487.parRes,asv_000487,microbe_from_Mike,LN
0.001235,0.001411,GenVar,microbe_from_Mike/LN/asv_000487.parRes,asv_000487,microbe_from_Mike,LN
0.162411,0.183389,hsq,microbe_from_Mike/LN/asv_000487.parRes,asv_000487,microbe_from_Mike,LN
5.88e-4,5.87e-4,Pi,microbe_from_Mike/LN/asv_000498.parRes,asv_000498,microbe_from_Mike,LN
489.807556,489.763611,NnzSnp,microbe_from_Mike/LN/asv_000498.parRes,asv_000498,microbe_from_Mike,LN
6.6e-5,1.1e-4,SigmaSq,microbe_from_Mike/LN/asv_000498.parRes,asv_000498,microbe_from_Mike,LN
0.224788,0.866008,S,microbe_from_Mike/LN/asv_000498.parRes,asv_000498,microbe_from_Mike,LN
0.01559,0.003286,ResVar,microbe_from_Mike/LN/asv_000498.parRes,asv_000498,microbe_from_Mike,LN
0.002937,0.002902,GenVar,microbe_from_Mike/LN/asv_000498.parRes,asv_000498,microbe_from_Mike,LN
0.158569,0.154875,hsq,microbe_from_Mike/LN/asv_000498.parRes,asv_000498,microbe_from_Mike,LN
5.99e-4,5.76e-4,Pi,microbe_from_Mike/LN/asv_000511.parRes,asv_000511,microbe_from_Mike,LN
499.138794,480.289215,NnzSnp,microbe_from_Mike/LN/asv_000511.parRes,asv_000511,microbe_from_Mike,LN
2e-6,3e-6,SigmaSq,microbe_from_Mike/LN/asv_000511.parRes,asv_000511,microbe_from_Mike,LN
0.105865,0.816277,S,microbe_from_Mike/LN/asv_000511.parRes,asv_000511,microbe_from_Mike,LN
0.001177,2.7e-4,ResVar,microbe_from_Mike/LN/asv_000511.parRes,asv_000511,microbe_from_Mike,LN
2.09e-4,2.45e-4,GenVar,microbe_from_Mike/LN/asv_000511.parRes,asv_000511,microbe_from_Mike,LN
0.150664,0.17435,hsq,microbe_from_Mike/LN/asv_000511.parRes,asv_000511,microbe_from_Mike,LN
0.001216,7.49e-4,Pi,microbe_from_Mike/LN/asv_000529.parRes,asv_000529,microbe_from_Mike,LN
1013.963806,624.557434,NnzSnp,microbe_from_Mike/LN/asv_000529.parRes,asv_000529,microbe_from_Mike,LN
0.001042,0.001302,SigmaSq,microbe_from_Mike/LN/asv_000529.parRes,asv_000529,microbe_from_Mike,LN
-0.140179,0.571271,S,microbe_from_Mike/LN/asv_000529.parRes,asv_000529,microbe_from_Mike,LN
0.141977,0.063945,ResVar,microbe_from_Mike/LN/asv_000529.parRes,asv_000529,microbe_from_Mike,LN
0.151347,0.06527,GenVar,microbe_from_Mike/LN/asv_000529.parRes,asv_000529,microbe_from_Mike,LN
0.514669,0.215365,hsq,microbe_from_Mike/LN/asv_000529.parRes,asv_000529,microbe_from_Mike,LN
8.88e-4,6.52e-4,Pi,microbe_from_Mike/LN/asv_000544.parRes,asv_000544,microbe_from_Mike,LN
740.160217,543.584106,NnzSnp,microbe_from_Mike/LN/asv_000544.parRes,asv_000544,microbe_from_Mike,LN
1.62e-4,2.17e-4,SigmaSq,microbe_from_Mike/LN/asv_000544.parRes,asv_000544,microbe_from_Mike,LN
0.423304,0.554401,S,microbe_from_Mike/LN/asv_000544.parRes,asv_000544,microbe_from_Mike,LN
0.016393,0.004188,ResVar,microbe_from_Mike/LN/asv_000544.parRes,asv_000544,microbe_from_Mike,LN
0.007041,0.004034,GenVar,microbe_from_Mike/LN/asv_000544.parRes,asv_000544,microbe_from_Mike,LN
0.29971,0.167228,hsq,microbe_from_Mike/LN/asv_000544.parRes,asv_000544,microbe_from_Mike,LN
7.02e-4,5.55e-4,Pi,microbe_from_Mike/LN/asv_000549.parRes,asv_000549,microbe_from_Mike,LN
585.418701,463.038513,NnzSnp,microbe_from_Mike/LN/asv_000549.parRes,asv_000549,microbe_from_Mike,LN
3.4e-5,4e-5,SigmaSq,microbe_from_Mike/LN/asv_000549.parRes,asv_000549,microbe_from_Mike,LN
-0.656999,0.501186,S,microbe_from_Mike/LN/asv_000549.parRes,asv_000549,microbe_from_Mike,LN
0.007746,0.003208,ResVar,microbe_from_Mike/LN/asv_000549.parRes,asv_000549,microbe_from_Mike,LN
0.008418,0.003285,GenVar,microbe_from_Mike/LN/asv_000549.parRes,asv_000549,microbe_from_Mike,LN
0.519651,0.195933,hsq,microbe_from_Mike/LN/asv_000549.parRes,asv_000549,microbe_from_Mike,LN
8.71e-4,6.07e-4,Pi,microbe_from_Mike/LN/asv_000551.parRes,asv_000551,microbe_from_Mike,LN
726.910522,505.880798,NnzSnp,microbe_from_Mike/LN/asv_000551.parRes,asv_000551,microbe_from_Mike,LN
1.76e-4,2.01e-4,SigmaSq,microbe_from_Mike/LN/asv_000551.parRes,asv_000551,microbe_from_Mike,LN
0.396891,0.595659,S,microbe_from_Mike/LN/asv_000551.parRes,asv_000551,microbe_from_Mike,LN
0.018426,0.004928,ResVar,microbe_from_Mike/LN/asv_000551.parRes,asv_000551,microbe_from_Mike,LN
0.008461,0.00482,GenVar,microbe_from_Mike/LN/asv_000551.parRes,asv_000551,microbe_from_Mike,LN
0.313613,0.173604,hsq,microbe_from_Mike/LN/asv_000551.parRes,asv_000551,microbe_from_Mike,LN
0.001322,7.65e-4,Pi,microbe_from_Mike/LN/asv_000552.parRes,asv_000552,microbe_from_Mike,LN
1103.144043,638.334717,NnzSnp,microbe_from_Mike/LN/asv_000552.parRes,asv_000552,microbe_from_Mike,LN
2.28e-4,2.64e-4,SigmaSq,microbe_from_Mike/LN/asv_000552.parRes,asv_000552,microbe_from_Mike,LN
0.214493,0.545063,S,microbe_from_Mike/LN/asv_000552.parRes,asv_000552,microbe_from_Mike,LN
0.012454,0.0052,ResVar,microbe_from_Mike/LN/asv_000552.parRes,asv_000552,microbe_from_Mike,LN
0.020262,0.005586,GenVar,microbe_from_Mike/LN/asv_000552.parRes,asv_000552,microbe_from_Mike,LN
0.617812,0.159624,hsq,microbe_from_Mike/LN/asv_000552.parRes,asv_000552,microbe_from_Mike,LN
8.87e-4,6.73e-4,Pi,microbe_from_Mike/LN/asv_000559.parRes,asv_000559,microbe_from_Mike,LN
739.247253,561.0401,NnzSnp,microbe_from_Mike/LN/asv_000559.parRes,asv_000559,microbe_from_Mike,LN
9.7e-5,1.2e-4,SigmaSq,microbe_from_Mike/LN/asv_000559.parRes,asv_000559,microbe_from_Mike,LN
0.07108,0.671377,S,microbe_from_Mike/LN/asv_000559.parRes,asv_000559,microbe_from_Mike,LN
0.016348,0.005873,ResVar,microbe_from_Mike/LN/asv_000559.parRes,asv_000559,microbe_from_Mike,LN
0.008705,0.005777,GenVar,microbe_from_Mike/LN/asv_000559.parRes,asv_000559,microbe_from_Mike,LN
0.34675,0.225995,hsq,microbe_from_Mike/LN/asv_000559.parRes,asv_000559,microbe_from_Mike,LN
0.001143,7.84e-4,Pi,microbe_from_Mike/LN/asv_000570.parRes,asv_000570,microbe_from_Mike,LN
953.617004,653.576721,NnzSnp,microbe_from_Mike/LN/asv_000570.parRes,asv_000570,microbe_from_Mike,LN
1e-6,2e-6,SigmaSq,microbe_from_Mike/LN/asv_000570.parRes,asv_000570,microbe_from_Mike,LN
0.16979,0.622376,S,microbe_from_Mike/LN/asv_000570.parRes,asv_000570,microbe_from_Mike,LN
2.3e-4,7.7e-5,ResVar,microbe_from_Mike/LN/asv_000570.parRes,asv_000570,microbe_from_Mike,LN
1.24e-4,7.7e-5,GenVar,microbe_from_Mike/LN/asv_000570.parRes,asv_000570,microbe_from_Mike,LN
0.348596,0.212502,hsq,microbe_from_Mike/LN/asv_000570.parRes,asv_000570,microbe_from_Mike,LN
7.45e-4,6.65e-4,Pi,microbe_from_Mike/LN/asv_000575.parRes,asv_000575,microbe_from_Mike,LN
621.213379,554.551514,NnzSnp,microbe_from_Mike/LN/asv_000575.parRes,asv_000575,microbe_from_Mike,LN
0,1e-6,SigmaSq,microbe_from_Mike/LN/asv_000575.parRes,asv_000575,microbe_from_Mike,LN
0.080988,0.796672,S,microbe_from_Mike/LN/asv_000575.parRes,asv_000575,microbe_from_Mike,LN
3.08e-4,5.9e-5,ResVar,microbe_from_Mike/LN/asv_000575.parRes,asv_000575,microbe_from_Mike,LN
4.4e-5,5e-5,GenVar,microbe_from_Mike/LN/asv_000575.parRes,asv_000575,microbe_from_Mike,LN
0.124883,0.141046,hsq,microbe_from_Mike/LN/asv_000575.parRes,asv_000575,microbe_from_Mike,LN
9.12e-4,6.59e-4,Pi,microbe_from_Mike/LN/asv_000596.parRes,asv_000596,microbe_from_Mike,LN
760.629578,549.680298,NnzSnp,microbe_from_Mike/LN/asv_000596.parRes,asv_000596,microbe_from_Mike,LN
1.66e-4,1.95e-4,SigmaSq,microbe_from_Mike/LN/asv_000596.parRes,asv_000596,microbe_from_Mike,LN
0.04822,0.590679,S,microbe_from_Mike/LN/asv_000596.parRes,asv_000596,microbe_from_Mike,LN
0.017498,0.006709,ResVar,microbe_from_Mike/LN/asv_000596.parRes,asv_000596,microbe_from_Mike,LN
0.013802,0.006792,GenVar,microbe_from_Mike/LN/asv_000596.parRes,asv_000596,microbe_from_Mike,LN
0.439558,0.210503,hsq,microbe_from_Mike/LN/asv_000596.parRes,asv_000596,microbe_from_Mike,LN
5.63e-4,5.24e-4,Pi,microbe_from_Mike/LN/asv_000629.parRes,asv_000629,microbe_from_Mike,LN
469.054688,436.625183,NnzSnp,microbe_from_Mike/LN/asv_000629.parRes,asv_000629,microbe_from_Mike,LN
4.7e-5,5.9e-5,SigmaSq,microbe_from_Mike/LN/asv_000629.parRes,asv_000629,microbe_from_Mike,LN
0.410335,0.715778,S,microbe_from_Mike/LN/asv_000629.parRes,asv_000629,microbe_from_Mike,LN
0.011388,0.001988,ResVar,microbe_from_Mike/LN/asv_000629.parRes,asv_000629,microbe_from_Mike,LN
0.001669,0.001643,GenVar,microbe_from_Mike/LN/asv_000629.parRes,asv_000629,microbe_from_Mike,LN
0.127872,0.124251,hsq,microbe_from_Mike/LN/asv_000629.parRes,asv_000629,microbe_from_Mike,LN
5.59e-4,4.9e-4,Pi,microbe_from_Mike/LN/asv_000630.parRes,asv_000630,microbe_from_Mike,LN
465.255798,408.132019,NnzSnp,microbe_from_Mike/LN/asv_000630.parRes,asv_000630,microbe_from_Mike,LN
1.8e-5,2e-5,SigmaSq,microbe_from_Mike/LN/asv_000630.parRes,asv_000630,microbe_from_Mike,LN
-0.189268,0.785728,S,microbe_from_Mike/LN/asv_000630.parRes,asv_000630,microbe_from_Mike,LN
0.005004,0.00206,ResVar,microbe_from_Mike/LN/asv_000630.parRes,asv_000630,microbe_from_Mike,LN
0.002404,0.002024,GenVar,microbe_from_Mike/LN/asv_000630.parRes,asv_000630,microbe_from_Mike,LN
0.323808,0.270062,hsq,microbe_from_Mike/LN/asv_000630.parRes,asv_000630,microbe_from_Mike,LN
4.33e-4,4.43e-4,Pi,microbe_from_Mike/LN/asv_000669.parRes,asv_000669,microbe_from_Mike,LN
360.596741,369.098633,NnzSnp,microbe_from_Mike/LN/asv_000669.parRes,asv_000669,microbe_from_Mike,LN
1e-6,1e-6,SigmaSq,microbe_from_Mike/LN/asv_000669.parRes,asv_000669,microbe_from_Mike,LN
0.233922,0.803583,S,microbe_from_Mike/LN/asv_000669.parRes,asv_000669,microbe_from_Mike,LN
3.51e-4,6.4e-5,ResVar,microbe_from_Mike/LN/asv_000669.parRes,asv_000669,microbe_from_Mike,LN
4.1e-5,5.4e-5,GenVar,microbe_from_Mike/LN/asv_000669.parRes,asv_000669,microbe_from_Mike,LN
0.104237,0.136098,hsq,microbe_from_Mike/LN/asv_000669.parRes,asv_000669,microbe_from_Mike,LN
0.001081,7.91e-4,Pi,microbe_from_Mike/LN/asv_000672.parRes,asv_000672,microbe_from_Mike,LN
901.663513,659.782654,NnzSnp,microbe_from_Mike/LN/asv_000672.parRes,asv_000672,microbe_from_Mike,LN
3.7e-5,6.3e-5,SigmaSq,microbe_from_Mike/LN/asv_000672.parRes,asv_000672,microbe_from_Mike,LN
0.132472,0.694145,S,microbe_from_Mike/LN/asv_000672.parRes,asv_000672,microbe_from_Mike,LN
0.009388,0.002886,ResVar,microbe_from_Mike/LN/asv_000672.parRes,asv_000672,microbe_from_Mike,LN
0.003572,0.00279,GenVar,microbe_from_Mike/LN/asv_000672.parRes,asv_000672,microbe_from_Mike,LN
0.274995,0.211216,hsq,microbe_from_Mike/LN/asv_000672.parRes,asv_000672,microbe_from_Mike,LN
4.19e-4,4.58e-4,Pi,microbe_from_Mike/LN/asv_000711.parRes,asv_000711,microbe_from_Mike,LN
348.878326,382.088165,NnzSnp,microbe_from_Mike/LN/asv_000711.parRes,asv_000711,microbe_from_Mike,LN
9e-6,1.1e-5,SigmaSq,microbe_from_Mike/LN/asv_000711.parRes,asv_000711,microbe_from_Mike,LN
0.117526,0.904103,S,microbe_from_Mike/LN/asv_000711.parRes,asv_000711,microbe_from_Mike,LN
0.00558,0.001076,ResVar,microbe_from_Mike/LN/asv_000711.parRes,asv_000711,microbe_from_Mike,LN
0.00064899999999999995,9.28e-4,GenVar,microbe_from_Mike/LN/asv_000711.parRes,asv_000711,microbe_from_Mike,LN
0.104088,0.147211,hsq,microbe_from_Mike/LN/asv_000711.parRes,asv_000711,microbe_from_Mike,LN
9.83e-4,6.9e-4,Pi,microbe_from_Mike/LN/asv_000719.parRes,asv_000719,microbe_from_Mike,LN
819.768311,575.554138,NnzSnp,microbe_from_Mike/LN/asv_000719.parRes,asv_000719,microbe_from_Mike,LN
7.2e-5,8.7e-5,SigmaSq,microbe_from_Mike/LN/asv_000719.parRes,asv_000719,microbe_from_Mike,LN
-0.224858,0.509352,S,microbe_from_Mike/LN/asv_000719.parRes,asv_000719,microbe_from_Mike,LN
0.012211,0.003501,ResVar,microbe_from_Mike/LN/asv_000719.parRes,asv_000719,microbe_from_Mike,LN
0.009699,0.003601,GenVar,microbe_from_Mike/LN/asv_000719.parRes,asv_000719,microbe_from_Mike,LN
0.441308,0.155575,hsq,microbe_from_Mike/LN/asv_000719.parRes,asv_000719,microbe_from_Mike,LN
4.64e-4,4.78e-4,Pi,microbe_from_Mike/LN/asv_000860.parRes,asv_000860,microbe_from_Mike,LN
386.041351,398.772308,NnzSnp,microbe_from_Mike/LN/asv_000860.parRes,asv_000860,microbe_from_Mike,LN
3e-6,4e-6,SigmaSq,microbe_from_Mike/LN/asv_000860.parRes,asv_000860,microbe_from_Mike,LN
0.39472,0.814006,S,microbe_from_Mike/LN/asv_000860.parRes,asv_000860,microbe_from_Mike,LN
0.004096,4.56e-4,ResVar,microbe_from_Mike/LN/asv_000860.parRes,asv_000860,microbe_from_Mike,LN
1.16e-4,1.96e-4,GenVar,microbe_from_Mike/LN/asv_000860.parRes,asv_000860,microbe_from_Mike,LN
0.027487,0.046142,hsq,microbe_from_Mike/LN/asv_000860.parRes,asv_000860,microbe_from_Mike,LN
0.001165,7.16e-4,Pi,microbe_from_Mike/LN/asv_000862.parRes,asv_000862,microbe_from_Mike,LN
971.327087,596.749512,NnzSnp,microbe_from_Mike/LN/asv_000862.parRes,asv_000862,microbe_from_Mike,LN
3.29e-4,3.45e-4,SigmaSq,microbe_from_Mike/LN/asv_000862.parRes,asv_000862,microbe_from_Mike,LN
0.12084,0.508413,S,microbe_from_Mike/LN/asv_000862.parRes,asv_000862,microbe_from_Mike,LN
0.019907,0.007892,ResVar,microbe_from_Mike/LN/asv_000862.parRes,asv_000862,microbe_from_Mike,LN
0.02984,0.008396,GenVar,microbe_from_Mike/LN/asv_000862.parRes,asv_000862,microbe_from_Mike,LN
0.598537,0.158481,hsq,microbe_from_Mike/LN/asv_000862.parRes,asv_000862,microbe_from_Mike,LN
5.26e-4,5.02e-4,Pi,microbe_from_Mike/LN/asv_000896.parRes,asv_000896,microbe_from_Mike,LN
437.89679,418.563324,NnzSnp,microbe_from_Mike/LN/asv_000896.parRes,asv_000896,microbe_from_Mike,LN
1e-6,1e-6,SigmaSq,microbe_from_Mike/LN/asv_000896.parRes,asv_000896,microbe_from_Mike,LN
0.365426,0.809066,S,microbe_from_Mike/LN/asv_000896.parRes,asv_000896,microbe_from_Mike,LN
4.59e-4,7e-5,ResVar,microbe_from_Mike/LN/asv_000896.parRes,asv_000896,microbe_from_Mike,LN
